country,Year,biomass_relative_to
Witch flounder Gulf of St. Lawrence,1979,689.139
Witch flounder ICES 3a-4-7d,1979,0
Witch flounder St. Pierre Bank,1979,0
Yellow goosefish North Pacific,1979,0
Yellow squat lobster Central-Southern Chile,1979,1.340.728
Yellowedge grouper Gulf of Mexico,1979,5.206.164
Yelloweye rockfish Pacific Coast,1979,1.624.909
Yelloweye rockfish Pacific Coast of Canada (Inside),1979,0
Yellowfin sole Bering Sea and Aleutian Islands,1979,1.131.034
Yellowfin tuna Atlantic Ocean,1979,1.78
Yellowfin tuna Central Western Pacific Ocean,1979,3.5
Yellowfin tuna Eastern Pacific,1979,697
Yellowfin tuna Indian Ocean,1979,2.42
Yellownose skate Central-Southern Chile,1979,1.396.924
Yellownose skate Southern Chile,1979,2.221.047
Yellowtail flounder Georges Bank,1979,196.759
Yellowtail flounder Grand Banks,1979,0.63
Yellowtail flounder Southern New England /Mid Atlantic,1979,3.864.216
Yellowtail rockfish Northern Pacific Coast,1979,2.828.449
Yellowtail snapper Southern Atlantic coast and Gulf of Mexico,1979,0
Acadian redfish Gulf of Maine / Georges Bank,1980,144.782
Acadian redfish NAFO Division 2J3K,1980,0
Acadian redfish NAFO Division 3LNO and Units 1 and 2,1980,0
Acadian redfish Unit 3,1980,0
Aesop shrimp Shrimp Fishing Areas 2-3,1980,0
Alaska plaice Bering Sea and Aleutian Islands,1980,2.163.581
Alaska skate Bering Sea and Aleutian Islands,1980,1.189.184
Albacore tuna Indian Ocean,1980,3.39
Albacore tuna Mediterranean Sea,1980,2.23
Albacore tuna North Pacific Ocean,1980,0
Albacore tuna Northern Atlantic,1980,963
Albacore tuna South Atlantic,1980,1.56
Albacore tuna South Pacific Ocean,1980,4.26
Amberstripe scad East China Sea,1980,0
American lobster Atlantic Coast of Nova Scotia (LFA 27-33),1980,0
American lobster Gaspe (LFA 19-21),1980,0
American lobster Lobster Fishing Area 34,1980,0
American lobster Lobster Fishing Area 41,1980,0
American lobster Lobster Fishing Areas 3-14,1980,0
American lobster Lobster Fishing Areas 35-38,1980,0
American lobster Magdalen Islands (LFA 22),1980,0
American lobster Southern Gulf of St. Lawrence,1980,0
American plaice Flemish Cap,1980,0
American plaice Grand Banks,1980,0
American plaice Gulf of Maine / Georges Bank,1980,2.899.214
American plaice Labrador - NE Newfoundland,1980,0
American plaice Scotian Shelf and Bay of Fundy,1980,0
American plaice Southern Gulf of St. Lawrence,1980,0
American plaice St. Pierre Bank,1980,0
"Anchovy Adriatic Sea (GSA 17,18)",1980,0
Anchovy Northern Spain,1980,928.697
Anchovy South Africa,1980,0
Angel shark Northeast Atlantic,1980,0
Arabesque greenling North coast of Hokkaido,1980,0
Arabesque greenling South coast of Hokkaido,1980,0
Arrowtooth flounder Bering Sea and Aleutian Islands,1980,736.104
Arrowtooth flounder Gulf of Alaska,1980,1.079.774
Arrowtooth flounder Pacific Coast,1980,2.096.783
Atka mackerel Bering Sea and Aleutian Islands,1980,1.642.838
Atka mackerel Gulf of Alaska,1980,0
Atlantic bluefin tuna Eastern Atlantic,1980,79.306
Atlantic bluefin tuna Western Atlantic,1980,355.523
Atlantic butterfish Gulf of Maine / Cape Hatteras,1980,0
Atlantic cod Celtic Sea,1980,1
Atlantic cod Eastern Baltic,1980,7.165.533
Atlantic cod Eastern Scotian Shelf,1980,0
Atlantic cod Faroe Bank,1980,0
Atlantic cod Faroe Plateau,1980,1.871.621
Atlantic cod Flemish Cap,1980,0
Atlantic cod Georges Bank,1980,519.474
Atlantic cod ICES 3a(west)-4-7d,1980,01.06
Atlantic cod Iceland Grounds,1980,1.627.273
Atlantic cod Irish Sea,1980,1.450.789
Atlantic cod NAFO 1abdce,1980,0
Atlantic cod NAFO 1f and ICES 14,1980,6.471.661
Atlantic cod NAFO 5Zjm,1980,0
Atlantic cod NAFO Subarea 1 (inshore),1980,6.251.045
Atlantic cod North-East Arctic,1980,223.913
Atlantic cod Northern Gulf of St. Lawrence,1980,0
Atlantic cod Southern Grand Banks,1980,0
Atlantic cod Southern Gulf of St. Lawrence,1980,0
Atlantic cod Southern Labrador-Eastern Newfoundland,1980,222
Atlantic cod St. Pierre Bank,1980,0
Atlantic cod West of Scotland,1980,0
Atlantic cod Western Baltic,1980,0
"Atlantic cod Western Scotian Shelf, Bay of Fundy and Gulf of Maine",1980,0
Atlantic croaker Mid-Atlantic Coast,1980,774.229
Atlantic halibut Gulf of Maine / Georges Bank,1980,19.469
Atlantic halibut Scotian Shelf and Southern Grand Banks,1980,1.297.959
Atlantic menhaden Atlantic,1980,516.583
Atlantic sharpnose shark Atlantic,1980,1.816.993
Atlantic surfclam Mid-Atlantic Coast,1980,0
Atlantic wolffish Gulf of Maine / Georges Bank,1980,0
Aurora rockfish Pacific Coast,1980,2.619.048
Australian salmon New Zealand,1980,1.527.149
Bank rockfish California,1980,0
Barndoor skate Gulf of Maine / Georges Bank-Southern New England,1980,0
Basking shark Northeast Atlantic,1980,0
Beaked redfish ICES 5-12-14 and NAFO Subareas 1-2 (deep),1980,0
Beaked redfish ICES 5a-14,1980,0
Beaked redfish Southeast Greenland,1980,0
Big skate Hecate Strait,1980,0
Big skate Queen Charlotte Sound,1980,0
Big skate West Coast of Vancouver Island,1980,0
Bigeye tuna Atlantic Ocean,1980,02.08
Bigeye tuna Central Western Pacific Ocean,1980,2.3
Bigeye tuna Eastern Pacific,1980,1.93
Bigeye tuna Indian Ocean,1980,3.1
Bight redfish Southeast Australia,1980,2.454.718
Black bellied angler ICES 8c-9a,1980,1.2
Black cardinalfish East coast of North Island,1980,2.499.721
Black marlin Indian Ocean,1980,1.94
Black oreo Pukaki Rise,1980,2.498.177
Black oreo West end of Chatham Rise,1980,2.676.195
Black rockfish California,1980,548.235
Black rockfish Oregon Coast,1980,2.238.995
Black rockfish Washington,1980,1.143.211
Black sea bass Mid-Atlantic Coast,1980,0
Black sea bass South Atlantic,1980,1.269.531
Blackgill rockfish Pacific Coast,1980,151.547
Blacknose shark Atlantic,1980,2.091.331
Blue crab Chesapeake Bay,1980,0
Blue grenadier New South Wales to Western Australia,1980,1.829.418
Blue jack mackerel Azores,1980,0
Blue king crab Pribilof Islands,1980,0
Blue king crab Saint Matthews Island,1980,2.172.693
Blue ling ICES 5b-6-7,1980,0
Blue marlin Atlantic Ocean,1980,1
Blue marlin Pacific Ocean,1980,2.335.751
Blue rockfish California,1980,1.104.693
Blue shark North Pacific Ocean,1980,1.54
Blue whiting Northeast Atlantic,1980,0
Blueline tilefish Southern Atlantic coast,1980,2.382.381
Bluenose New Zealand,1980,2.324.164
Bocaccio British Columbia Waters,1980,496.847
Bocaccio Southern Pacific Coast,1980,0
Bonnethead shark Atlantic,1980,230.608
Brill Baltic Areas 22-32,1980,0
Brill ICES 3a-4-7d,1980,0
Brown rockfish Pacific Coast,1980,1.0994
Brown tiger shrimp Northern Australia,1980,915.372
Cabezon Northern California,1980,3.178.988
Cabezon Oregon Coast,1980,3.284.404
Cabezon Southern California,1980,3.358.209
California scorpionfish Southern California,1980,723.707
Canary rockfish Pacific Coast,1980,1.264.851
Canary rockfish West Coast of Vancouver Island and Strait of Georgia and Queen Charlotte Islands,1980,2.334.004
Cape Hope squid South Africa,1980,281.677
Cape horse mackerel South Africa South coast,1980,2.15
Capelin Barents Sea,1980,0
Capelin Gulf of St. Lawrence,1980,0
Capelin ICES 2a-5-14,1980,0
Chilean herring Central-Southern Chile,1980,0
Chilean jack mackerel Chilean EEZ and offshore,1980,0
Chilipepper Southern Pacific Coast,1980,1.244.681
China rockfish Central Pacific Coast,1980,2.419.231
China rockfish Northern Pacific Coast,1980,2.223.361
China rockfish Southern Pacific Coast,1980,1.075.188
Chub mackerel Pacific Coast of Japan,1980,1.158.877
Chub mackerel Tsushima Strait,1980,1.221.616
Chum salmon AK Pen Southeastern and South-central Districts,1980,0
Chum salmon AK Pen Southwestern and Unimak Districts,1980,0
Chum salmon Amur chum hatchery,1980,0
Chum salmon Amur chum wild,1980,0
Chum salmon Anadyr chum wild,1980,0
Chum salmon Andreafsky River,1980,0
Chum salmon Anvik River,1980,0
Chum salmon Area 1,1980,0
Chum salmon Area 10,1980,0
Chum salmon Area 11,1980,0
Chum salmon Area 12,1980,0
Chum salmon Area 13,1980,0
Chum salmon Area 14,1980,0
Chum salmon Area 15,1980,0
Chum salmon Area 16,1980,0
Chum salmon Area 17,1980,0
Chum salmon Area 18,1980,0
Chum salmon Area 19,1980,0
Chum salmon Area 20,1980,0
Chum salmon Area 22,1980,0
Chum salmon Area 23,1980,0
Chum salmon Area 24,1980,0
Chum salmon Area 25,1980,0
Chum salmon Area 26,1980,0
Chum salmon Area 27,1980,0
Chum salmon Area 29,1980,0
Chum salmon Area 2E,1980,0
Chum salmon Area 2W,1980,0
Chum salmon Area 3,1980,0
Chum salmon Area 4,1980,0
Chum salmon Area 5,1980,0
Chum salmon Area 6,1980,0
Chum salmon Area 7,1980,0
Chum salmon Area 8,1980,0
Chum salmon Area 9,1980,0
Chum salmon Bear River,1980,0
"Chum salmon Bechevin, Swanson (Northwestern District)",1980,0
Chum salmon Big and Little Kamishak Rivers,1980,0
Chum salmon Bruin River,1980,0
Chum salmon CaribouFlats,1980,0
Chum salmon Chignik Central District,1980,0
Chum salmon Chignik Eastern District,1980,0
Chum salmon Chignik Western District,1980,0
Chum salmon Cinder River,1980,0
Chum salmon Columbia R,1980,0
Chum salmon Cottonwood Creek and Iniskin River,1980,0
Chum salmon Dogfish Lagoon,1980,0
Chum salmon East Alsek River,1980,0
Chum salmon East Kamchatka chum hatchery,1980,0
Chum salmon East Kamchatka chum wild,1980,0
Chum salmon East Sakhalin chum hatchery,1980,0
Chum salmon Fish Creek,1980,0
Chum salmon Golovin,1980,0
Chum salmon Goodnews River,1980,0
Chum salmon Grays Harbour,1980,0
Chum salmon Hood Canal,1980,0
Chum salmon Inner South Coast (Fraser plus Mainland),1980,0
"Chum salmon Izembek, Moffet (Northwestern District)",1980,0
Chum salmon Japan High Seas catch chum hatchery,1980,0
Chum salmon Japan High Seas catch chum wild,1980,0
Chum salmon Japan coastal chum hatchery,1980,0
Chum salmon Juan de Fuca Straits,1980,0
Chum salmon Kadashan Creek,1980,0
Chum salmon Kanektok River,1980,0
Chum salmon Kotzebue Sound,1980,0
Chum salmon Kuskokwim,1980,0
Chum salmon Kwiniuk and Tubutulik Rivers (Norton Sound),1980,0
Chum salmon McNeil River (and Sub-District),1980,0
Chum salmon NelsonLagoon,1980,0
Chum salmon Nooksack and Samish Rivers,1980,0
Chum salmon Norton Bay,1980,0
Chum salmon Norton Sound District 1,1980,0
Chum salmon Nushagak District,1980,0
Chum salmon Okhotsk chum hatchery,1980,0
Chum salmon Okhotsk chum wild,1980,0
Chum salmon PMollerBt,1980,0
Chum salmon Perryville District,1980,0
Chum salmon Port Dick and Island Creek,1980,0
Chum salmon Port Graham,1980,0
Chum salmon PortHeiden,1980,0
Chum salmon Primorye chum hatchery,1980,0
Chum salmon Primorye chum wild,1980,0
Chum salmon Rocky River,1980,0
Chum salmon Shaktoolik,1980,0
Chum salmon Skagit River,1980,0
Chum salmon South Sound Fall Run,1980,0
Chum salmon South Sound Summer Run,1980,0
Chum salmon South Sound Winter Run,1980,0
Chum salmon Stillaguamish and Snohomish Rivers,1980,0
Chum salmon ThreeHills,1980,0
Chum salmon Togiak District,1980,0
Chum salmon Unalakleet,1980,0
Chum salmon Upper Cook Inlet,1980,0
Chum salmon Ursus Cove and Lagoon,1980,0
Chum salmon West Kamchatka chum hatchery,1980,0
Chum salmon West Kamchatka chum wild,1980,0
Chum salmon Willapa Bay,1980,0
Chum salmon Yukon River Fall Run,1980,0
Chum salmon Yukon River Summer Run,1980,0
Clearnose skate Mid-Atlantic Coast,1980,0
Cobia Gulf of Mexico,1980,1.123.487
Cobia Southern Atlantic coast,1980,2.113.748
Common gemfish New Zealand,1980,5.363.206
Common gemfish Southeast Australia,1980,1.817.409
Common sole Celtic Sea,1980,1.566.667
Common sole ICES 7bc,1980,0
Common sole Irish Sea,1980,1.574.286
Common sole North Sea,1980,1.142.857
Common sole Western English Channel,1980,1.889.597
Copper rockfish Pacific Coast,1980,1.148.195
Cowcod Southern California,1980,827.419
Cusk Western Scotian Shelf,1980,1.504.459
Dab Baltic Areas 22-32,1980,0
Dab ICES 3a-4,1980,0
Darkblotched rockfish Pacific Coast,1980,1.601.563
Deep sea smelt Pacific Ocean,1980,0
Deep sea smelt Sea of Japan,1980,0
Deep water cape hake South Africa,1980,516.575
Deepwater flathead Southeast Australia,1980,231.595
Deepwater redfish NAFO Divisions 2J3K-3LNO,1980,0
Deepwater redfish Units 1 and 2,1980,0
Dover sole Gulf of Alaska,1980,2.608.915
Dover sole Pacific Coast,1980,3.758.807
Dredge oyster Foveax Strait,1980,1.76
Dusky rockfish Gulf of Alaska,1980,59.151
Dusky shark Gulf of Mexico and Atlantic,1980,0
English sole Hecate Strait,1980,0
English sole Pacific Coast,1980,2.145.265
Eulachon Pacific Coast of Canada Central Coast Designatable Unit,1980,0
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1980,0
Eulachon Pacific Coast of Canada Nass / Skeena Designatable Unit,1980,0
European flounder ICES 3a-4,1980,0
European flounder Subdivisions 22-23,1980,0
European flounder Subdivisions 24-25,1980,0
European flounder Subdivisions 27 and 29-32,1980,0
European plaice Celtic Sea,1980,941
European plaice Eastern English Channel,1980,317.897
European plaice ICES 7bc,1980,0
European plaice Irish Sea,1980,0
European plaice North Sea,1980,565.003
European plaice Western English Channel,1980,1.460.606
European pollack ICES 3a-4,1980,0
European seabass ICES 8c-9a,1980,0
Finetooth shark Atlantic,1980,1.203.501
Flathead sole Bering Sea and Aleutian Islands,1980,166.485
Flathead sole Gulf of Alaska,1980,1.652.303
Gag Gulf of Mexico,1980,252.921
Gag Southern Atlantic coast,1980,1.042.747
Giant stargazer NZ Area STA7,1980,3.44
Golden redfish ICES 5-6-12-14,1980,2.009.091
Goliath grouper Southern Atlantic coast and Gulf of Mexico,1980,0
Gopher rockfish Southern Pacific Coast,1980,1.415.842
Gray triggerfish Gulf of Mexico,1980,1.576.577
Greater amberjack Gulf of Mexico,1980,83.646
Greater amberjack Southern Atlantic coast,1980,2.530.928
Greater silver smelt ICES 6b-7-8-9-10-12,1980,0
Greenland halibut Bering Sea and Aleutian Islands,1980,4.127.967
Greenland halibut Gulf of St. Lawrence,1980,0
Greenland halibut ICES 5-6-12-14,1980,1.7
Greenland halibut Labrador Shelf - Grand Banks,1980,0
Greenland halibut North-East Arctic,1980,0
Greenspotted rockfish Northern Pacific Coast,1980,2.268.657
Greenspotted rockfish Southern Pacific Coast,1980,1.511.111
Greenstriped rockfish Pacific Coast,1980,2.908.288
Grooved tiger prawn Northern Australia,1980,1.072.023
Gulf menhaden Gulf of Mexico,1980,1.376
Haddock Faroe Plateau,1980,2.539.071
Haddock Georges Bank,1980,657.433
Haddock Grand Banks,1980,0
Haddock Gulf of Maine,1980,3.244.646
Haddock ICES 3a-4-6a,1980,780.303
Haddock Iceland Grounds,1980,2.6
Haddock North-East Arctic,1980,775
"Haddock Western Scotian Shelf, Bay of Fundy and Gulf of Maine",1980,1.234.615
Hake ICES 3a-4-6-7-8abd,1980,2.311.111
Herring Gulf of Riga East of Gotland,1980,778.333
Herring ICES 3a-4-7d,1980,142.143
Herring ICES 5a-7bc,1980,656.098
Herring ICES 7a-g-h-j,1980,562.295
Herring Irish Sea,1980,1.081.903
Herring NAFO division 4R (Fall spawners),1980,0
Herring NAFO division 4R (Spring spawners),1980,0
Herring Newfoundland East and South Coast,1980,0
Herring Northwestern Atlantic Coast,1980,230.439
Herring Quebec North Shore,1980,0
Herring Scotian Shelf and Bay of Fundy,1980,0
Herring Southern Gulf of St. Lawrence (Fall spawners),1980,0
Herring Southern Gulf of St. Lawrence (Spring spawners),1980,0
Herring Subdivisions 25-29 and 32,1980,2.266.667
Herring Subdivisions 30-31,1980,617.981
Herring West of Scotland,1980,1.64
Hoki Eastern New Zealand,1980,2.116.498
Hoki Western New Zealand,1980,2.157.842
Indo Pacific blue marlin Indian Ocean,1980,1.79
Jackass morwong Eastern half of Southeast Australia,1980,439.969
Japanese amberjack Japan,1980,0
Japanese anchovy Inland Sea of Japan,1980,0
Japanese anchovy Pacific Coast of Japan,1980,408.141
Japanese anchovy Tsushima Strait,1980,189.123
Japanese flounder East China Sea,1980,0
Japanese flounder Inland Sea of Japan,1980,0
Japanese flounder Pacific Ocean,1980,0
Japanese flounder Sea of Japan North,1980,0
Japanese flying squid Japan Autumn recruitment,1980,1.956.358
Japanese flying squid Japan Winter recruitment,1980,1.917.063
Japanese jack mackerel Tsushima Strait,1980,286.589
Japanese sardine Pacific Coast of Japan,1980,1.551.344
Japanese sardine Tsushima Strait,1980,7.734.155
Kelp greenling Oregon Coast,1980,2.222.922
Kichiji rockfish North Pacific,1980,0
Kichiji rockfish Okhotsk Sea,1980,0
Kichiji rockfish Southwestern coast of Hokkaido,1980,0
King mackerel Gulf of Mexico,1980,1.773.699
King mackerel Southern Atlantic coast,1980,313.161
Lemon sole ICES 3a-4-7d,1980,0
Ling Iceland Grounds,1980,0
Ling New Zealand Areas LIN 3 and 4,1980,1.538.178
Ling New Zealand Areas LIN 5 and 6,1980,2.310.386
Ling New Zealand Areas LIN 6b,1980,4.113.998
Ling New Zealand Areas LIN 72,1980,2.266.306
Ling New Zealand Areas LIN 7WC-WCSI,1980,2.242.725
Ling Southeast Australia,1980,2.033.401
Ling Western half of Southeast Australia,1980,2.084.343
Lingcod Northern Pacific Coast,1980,1.76
Lingcod Southern Pacific Coast,1980,1.000.683
Lingcod Strait of Georgia,1980,237.849
Little skate Gulf of Maine / Cape Hatteras,1980,0
Longfin inshore squid Atlantic Coast,1980,2.237.944
Longnose skate Hecate Strait,1980,0
Longnose skate Pacific Coast,1980,2.151.561
Longnose skate Queen Charlotte Sound,1980,0
Longnose skate West Coast of Vancouver Island,1980,0
Longspine thornyhead Pacific Coast,1980,2.165.581
Mackerel ICES Northeast Atlantic,1980,1.571.984
Mackerel Northwest Atlantic (NAFO Subareas 3 and 4),1980,0
Monkfish Gulf of Maine / Northern Georges Bank,1980,1.933.846
Monkfish NAFO Divisions 3LNOPs,1980,0
Monkfish Southern Georges Bank / Mid-Atlantic,1980,1.451.156
New Zealand snapper New Zealand Area 8 (Auckland and Central West),1980,760.533
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1980,43.191
New Zealand snapper New Zealand SNA 1 east Northland,1980,871.544
New Zealand snapper New Zealand SNA 7,1980,448.474
Northern rock sole Eastern Bering Sea and Aleutian Islands,1980,474.708
Northern rock sole Gulf of Alaska,1980,2.248.619
Northern rockfish Bering Sea and Aleutian Islands,1980,1.092.053
Northern rockfish Gulf of Alaska,1980,984.276
Northern shortfin squid Northwestern Atlantic Coast,1980,0
Northern shrimp Eastern Scotian Shelf (SFA 13-15),1980,0
